text,label,token_ids
began day feeling intimidated courthouse designed intimidate ended day cheerfully chatting judge chamber,4,"[65, 16133, 1938, 8430, 85161, 82132, 6319, 90788, 9670, 1938, 26085, 3725, 52067, 11913, 25199]"
feel like watching delicious trash always want include partner ritual,1,"[57676, 1093, 10307, 18406, 23701, 2744, 1390, 2997, 8427, 28278]"
awhile started feeling irritated annoyed time one kid filled pant,3,"[675, 71, 458, 3940, 8430, 84971, 57130, 892, 832, 10585, 10409, 26346]"
feel kind petty blogging,3,"[57676, 3169, 61585, 43092]"
sweden,4,"[2332, 14466]"
feel truthful parable evident aspect life,1,"[57676, 90967, 1370, 481, 30576, 13189, 2324]"
feel phrase sentence wonderful story,1,"[57676, 17571, 11914, 11364, 3446]"
feel idiotic wierd class,0,"[57676, 43358, 292, 289, 1291, 67, 538]"
turned night feeling mellow could expected given circumstance,1,"[42286, 3814, 8430, 296, 5412, 1436, 3685, 2728, 53237]"
got feeling halfway convinced,1,"[23196, 8430, 42436, 22954]"
feel almost resigned loss hope dream,0,"[57676, 4661, 40207, 4814, 3987, 8063]"
feel rejected men like gave asking ran away,0,"[57676, 18010, 3026, 1093, 6688, 10371, 10837, 3201]"
feel like giving speech receiving award something would like publicly thank mark supportive,2,"[57676, 1093, 7231, 8982, 12588, 10292, 2555, 1053, 1093, 17880, 9901, 1906, 33445]"
feel awful know get child write letter draw certain thing make word paper letter back onto card laminate cut without totally losing shit,0,"[57676, 25629, 1440, 636, 1716, 3350, 6661, 4128, 3738, 3245, 1304, 3492, 5684, 6661, 1203, 8800, 3786, 85934, 4018, 2085, 12756, 13490, 17619]"
die wont man make feel life worthwhile,1,"[27591, 40464, 893, 1304, 2733, 2324, 48776]"
thinking might ready feeling unsure assessment,4,"[83360, 2643, 5644, 8430, 44003, 15813]"
holding anger holding back still choose clearer mind feel without executing someone something petty,3,"[43591, 19788, 10168, 1203, 2103, 5268, 49479, 4059, 2733, 2085, 31320, 4423, 2555, 61585]"
feeling apprehensive journey would using public transportation whole way,4,"[1897, 20659, 47291, 4114, 11879, 1053, 1701, 586, 18386, 4459, 1648]"
understand may feel rude keep destroying house face,3,"[8154, 2752, 1253, 2733, 47101, 2567, 33812, 3838, 3663]"
havent let truley sink depressed state mind feeling like everyone trusting one basically wanting die since freshman year,1,"[71, 402, 306, 1095, 490, 1130, 88, 19868, 42642, 1614, 4059, 8430, 1093, 5127, 69344, 832, 13524, 19762, 2815, 2533, 41317, 1060]"
im starting feel overwhelmed come research book,4,"[318, 6041, 2733, 43206, 2586, 3495, 2363]"
woke feeling aching heart,0,"[96428, 8430, 264, 28075, 4851]"
watching violent movie,3,"[14658, 287, 16806, 5818]"
want feel ugly,0,"[53757, 2733, 28360]"
feel low low low feel like dont fail cant fail fault whether actually im able sigh major fail fail fail,0,"[57676, 3428, 3428, 3428, 2733, 1093, 15890, 3775, 16869, 3775, 14867, 3508, 3604, 737, 3025, 31238, 3682, 3775, 3775, 3775]"
feel bouncy weird strange love,1,"[57676, 293, 82401, 16682, 15234, 3021]"
feel weepy like moment could burst tear,0,"[57676, 584, 71648, 1093, 4545, 1436, 21165, 18036]"
started feel cranky tired resupplied vitamin,3,"[47823, 2733, 51358, 88, 19781, 594, 455, 3523, 28170]"
feel like need shes content guess working along shes little pipsqueak,1,"[57676, 1093, 1205, 559, 288, 2262, 8101, 3318, 3235, 559, 288, 2697, 281, 3153, 593, 587]"
feel extremely lucky blessed work outstanding young lady,1,"[57676, 9193, 18069, 33944, 990, 19310, 3995, 17240]"
feel kind dumb,0,"[57676, 3169, 30355]"
talking growing number friend past month telling story feeling emotionally beaten life,0,"[83, 30855, 7982, 1396, 4333, 3347, 2305, 11890, 3446, 8430, 38683, 31394, 2324]"
cant help feel helpless,0,"[66363, 1520, 2733, 63628]"
feel insecure si,4,"[57676, 62945, 4502]"
feeling playful,1,"[1897, 20659, 57169]"
usually solution kind situation right feel unhappy run,0,"[44066, 6425, 3169, 6671, 1314, 2733, 43251, 1629]"
would bragging amount b feel triumphant struggle algebra would thrilled get b,1,"[41450, 57794, 3252, 3392, 293, 2733, 92906, 28022, 14993, 47976, 1053, 38564, 636, 293]"
started open started feel like stephanie embarrassed life setback tackle difficult situation humor honesty,0,"[47823, 1825, 3940, 2733, 1093, 3094, 10118, 648, 49230, 2324, 79913, 22118, 5107, 6671, 28485, 48948]"
baby feel crappy husband seem want sex often,0,"[79064, 2733, 83997, 10177, 2873, 1390, 1877, 3629]"
sort feeling like emotional undercurrent im waking sort spiritual inner heart kind way,0,"[7003, 8430, 1093, 14604, 1234, 3311, 737, 48728, 3460, 18330, 9358, 4851, 3169, 1648]"
always feel sadness aching heart look,0,"[33222, 2733, 51978, 264, 28075, 4851, 1427]"
feel like le faithful le worthy le loving le able,2,"[57676, 1093, 514, 37513, 514, 28390, 514, 21955, 514, 3025]"
learned lot little project youre ever feeling intimidated diy project go,4,"[12964, 291, 2763, 2697, 2447, 71175, 3596, 8430, 85161, 52438, 2447, 733]"
month later feeling hurt november th got email,0,"[10460, 3010, 8430, 13194, 85323, 270, 2751, 2613]"
feel like admit many time week make pasta dinner never make bed school shes le impressed something,5,"[57676, 1093, 17113, 1690, 892, 2046, 1304, 37547, 14177, 2646, 1304, 4950, 2978, 559, 288, 514, 25408, 2555]"
feeling bernd would odds week around generous sportsbook,2,"[1897, 20659, 10418, 303, 1053, 21448, 2046, 2212, 28771, 10034, 2239]"
dont know feeling fearful,4,"[78125, 1440, 8430, 63757]"
hope pagetitle khatsii feeling fearful,4,"[61893, 15117, 295, 1017, 24040, 1900, 3893, 8430, 63757]"
feel obligation make sure understand exactly believe coming,1,"[57676, 29672, 1304, 2771, 3619, 7041, 4510, 5108]"
feel could speak volume ignored,0,"[57676, 1436, 6604, 8286, 12305]"
know sound tad silly lovely feeling capturing moment im glad people like,1,"[33134, 5222, 64906, 30571, 17104, 8430, 40880, 4545, 737, 16089, 1274, 1093]"
really enjoyed feeling alone,0,"[54760, 14333, 8430, 7636]"
feel furious ra mug polite,3,"[57676, 53170, 15473, 52589, 48887]"
feel keen come china experience life new country,1,"[57676, 27989, 2586, 33625, 3217, 2324, 502, 3224]"
longevity experience field get feeling curious speculation might,5,"[4930, 52779, 3217, 2115, 636, 8430, 22999, 33422, 2643]"
know feel bashful defending,4,"[33134, 2733, 28121, 1285, 29269]"
tired feeling overwhelmed everyday responsibility brings point post,4,"[83, 2757, 8430, 43206, 18254, 12014, 12716, 1486, 1772]"
im feeling bit listless weekend hell good point also im glad time wind,0,"[318, 8430, 2766, 1160, 1752, 9178, 15123, 1695, 1486, 1101, 737, 16089, 892, 10160]"
see make feel gorgeous,1,"[4151, 1304, 2733, 24415]"
feel hated despised yet make happy even sad matter minute,0,"[57676, 38674, 40060, 4147, 3686, 1304, 6380, 1524, 12703, 5030, 9568]"
im completely fine bowler providing reader might going similar identity crisis message alone urging longing normal shouldnt made feel ashamed,0,"[318, 6724, 7060, 15631, 1565, 8405, 6742, 2643, 2133, 4528, 9764, 11501, 1984, 7636, 43676, 79422, 4725, 1288, 406, 1903, 2733, 51975]"
also love seeing star emerge feel like year everyone gonna know one people say obnoxious thing like bah,3,"[19171, 3021, 9298, 6917, 34044, 2733, 1093, 1060, 5127, 16926, 1440, 832, 1274, 2019, 1536, 95832, 3245, 1093, 43029]"
im still feeling pretty gloomy truth told,0,"[318, 2103, 8430, 5128, 14015, 5650, 8206, 3309]"
feel like im frickin uptight let loose enough love anyone else importantly,4,"[57676, 1093, 737, 1448, 875, 258, 35435, 492, 1095, 20784, 3403, 3021, 5606, 775, 23659]"
angry employer invest u training pay increase bank holiday feel like injustice feel helpless,4,"[526, 894, 19683, 2793, 577, 4967, 2343, 5376, 6201, 13560, 2733, 1093, 51215, 2733, 63628]"
feel positive emotion sort,1,"[57676, 6928, 20356, 3460]"
feel strong enough take pain thinking wrong,1,"[57676, 3831, 3403, 1935, 6784, 7422, 5076]"
feel suffering turmoil also feel,0,"[57676, 16066, 63355, 1101, 2733]"
start feel annoyed whole thing end ordering pizza,3,"[2527, 2733, 57130, 4459, 3245, 842, 22106, 23317]"
feel respected trusted give know im good kisser nijifagilie,1,"[57676, 31387, 22542, 3041, 1440, 737, 1695, 597, 74333, 308, 3251, 333, 351, 321, 648]"
feel bit hesitant whole thing given past two experience fact going start new novel work current wip feel like would cheating count word current wip even though word,4,"[57676, 2766, 71560, 4459, 3245, 2728, 3347, 1403, 3217, 2144, 2133, 1212, 502, 11775, 990, 1510, 289, 575, 2733, 1093, 1053, 42823, 1797, 3492, 1510, 289, 575, 1524, 3582, 3492]"
feeling allows distracted life caught someone el even though theyre real people,3,"[1897, 20659, 6276, 49804, 2324, 10791, 4423, 658, 1524, 3582, 814, 265, 1972, 1274]"
feel awkwardness whenever something acceptable longer,1,"[57676, 29859, 2136, 15716, 2555, 22281, 5129]"
know many young woman sometimes feel like career much important family would like share fact biological clock certain time may wish child yet man still child,1,"[33134, 1690, 3995, 5333, 7170, 2733, 1093, 7076, 1790, 3062, 3070, 1053, 1093, 4430, 2144, 24156, 9042, 3738, 892, 1253, 6562, 1716, 3686, 893, 2103, 1716]"
feel often entertained people saying came mind moment instead making story adding extra especially,1,"[57676, 3629, 65550, 1274, 5605, 3782, 4059, 4545, 4619, 3339, 3446, 7999, 5066, 5423]"
feel weird seldom people eat,4,"[57676, 16682, 56452, 1274, 8343]"
bring feel satisfied song selection,1,"[82477, 2733, 20097, 5609, 6727]"
somehow feel artistic le carried looking strolling,1,"[15031, 5269, 2733, 32692, 514, 11953, 3411, 357, 16608]"
feel really lucky everything year job roof head heat ability give kid fun christmas little left want pa forward saying go grace god go,1,"[57676, 2216, 18069, 4395, 1060, 2683, 15485, 2010, 8798, 5845, 3041, 10585, 2523, 54302, 2697, 2163, 1390, 7251, 4741, 5605, 733, 21507, 10087, 733]"
still feel insecure,4,"[44466, 2733, 62945]"
didnt let swim leave feeling defeated,0,"[23770, 406, 1095, 16587, 5387, 8430, 24164]"
however feel way hostile anyone capable violence,3,"[98936, 2733, 1648, 33615, 5606, 13171, 9349]"
got haircut today yes feel handsome,1,"[23196, 86824, 3432, 10035, 2733, 44877]"
stand feeling threatened looking shoulder,4,"[2752, 8430, 21699, 3411, 17308]"
feel bad searching rule,0,"[57676, 3958, 15389, 6037]"
feel like people aggravated,3,"[57676, 1093, 1274, 63368]"
feel ought valued far greater extent currently,1,"[57676, 22525, 33647, 3117, 7191, 13112, 5131]"
im saying cant accept way treat differently feel accepted loved,1,"[318, 5605, 16869, 4287, 1648, 4322, 22009, 2733, 11928, 10456]"
scanned ground methodically feeling hopeless,0,"[2445, 7443, 5015, 1749, 2740, 8430, 75323]"
admit feeling little foolish first arrived,0,"[329, 1800, 8430, 2697, 46337, 1176, 11721]"
know alone feeling supportive community antidote,2,"[33134, 7636, 8430, 33445, 4029, 90687, 1295]"
love working able set hour writing something feel passionate,1,"[31153, 3318, 3025, 743, 6596, 4477, 2555, 2733, 25429]"
feel irritated useless hopeless,3,"[57676, 84971, 29948, 75323]"
feel especially strongly since hated teeth forever one unlucky one got bad genetics even worst orthodontist pediatric dentist,3,"[57676, 5423, 16917, 2533, 38674, 18311, 16058, 832, 89544, 832, 2751, 3958, 56104, 1524, 12047, 30299, 86815, 380, 53166, 50351]"
glimpsed visitor could feel disturbed somehow whether mad confused something similar,0,"[70, 4763, 1725, 291, 20792, 1436, 2733, 56507, 17354, 3508, 13088, 22568, 2555, 4528]"
knew euphoria feeling aftereffect ecstatic act,1,"[74, 943, 65043, 96729, 8430, 1306, 27153, 98392, 1180]"
played great set feel really hesitant ask,4,"[51908, 2294, 743, 2733, 2216, 71560, 2610]"
feeling quite pleased fact one coupon use grocery,1,"[1897, 20659, 5115, 18949, 2144, 832, 24759, 1005, 30687]"
seriously feel talented,1,"[805, 13610, 2733, 23944]"
feeling happy stressed time cant come photo photography tomorrow,1,"[1897, 20659, 6380, 32647, 892, 16869, 2586, 6685, 24685, 16986]"
dont know feel moment charming naive style drawing look like cant draw,1,"[78125, 1440, 2733, 4545, 35509, 50765, 1742, 13633, 1427, 1093, 16869, 4128]"
left feeling uncertain exactly pulse offer series,4,"[2414, 8430, 36218, 7041, 28334, 3085, 4101]"
feel end run broke personal record enjoyed fog rising boardwalk sunrise sense accomplishment knowing beat mind,0,"[57676, 842, 1629, 14760, 4443, 3335, 14333, 31349, 16448, 4580, 19599, 64919, 5647, 61238, 14392, 9567, 4059]"
walk car feel triumphant secret,1,"[19599, 1841, 2733, 92906, 28022, 6367]"
upload music others like feel liked song,2,"[6248, 4731, 3885, 1093, 2733, 15262, 5609]"
ive found truly wonderful people feel incredibly blessed met,1,"[535, 1766, 9615, 11364, 1274, 2733, 17235, 33944, 2322]"
plan volunteer red cross helping immigrant refugee feel welcomed accepted local community,1,"[10609, 26202, 2579, 5425, 10695, 37650, 34267, 2733, 32069, 11928, 2254, 4029]"
feeling sympathetic israelite,2,"[1897, 20659, 53464, 374, 6327, 635]"
feel shitty day work,0,"[57676, 78558, 1938, 990]"
feel night time something utterly charming,1,"[57676, 3814, 892, 2555, 38631, 35509]"
starting feel nervous lifetime fandom build stood donning vip sticker,4,"[40389, 2733, 23418, 19569, 75425, 1977, 14980, 1541, 1251, 63968, 47277]"
feel proud announce dr,1,"[57676, 12691, 22203, 1377]"
quit job financial service feeling disheartened disillusioned took complete u turn career returning university studying something different id job,0,"[32637, 2683, 6020, 2532, 8430, 834, 18207, 6901, 98009, 291, 3952, 4686, 577, 2543, 7076, 13758, 12374, 21630, 2555, 2204, 887, 2683]"
feeling faithful project,1,"[1897, 20659, 37513, 2447]"
feel impatient come certain issue,3,"[57676, 74797, 2586, 3738, 4360]"
still feel empty lonely,0,"[44466, 2733, 4384, 40666]"
feel perpetrator punished full extent law,0,"[57676, 85636, 41998, 2539, 13112, 2383]"
feel carefree day youth,1,"[57676, 2512, 10816, 1938, 12822]"
feel pleased design,1,"[57676, 18949, 2955]"
feel good,1,"[57676, 1695]"
make friend feel pretty comparison although clever,1,"[7072, 4333, 2733, 5128, 12593, 8051, 28799]"
feeling slightly apprehensive tomorrow crim exam hefty weighting point sweating bucket reaching razor blade,4,"[1897, 20659, 10284, 47291, 4114, 16986, 86032, 7151, 65242, 90039, 1486, 81366, 15994, 19261, 60230, 25879]"
usually feel regretful guilty quarrel usually turn talk quarrel yell loudly throw thing beside mama,0,"[44066, 2733, 23023, 1285, 16390, 37965, 3833, 6118, 2543, 3137, 37965, 3833, 65413, 54945, 2571, 3245, 30488, 57264]"
feel ugly stop lazy dont embarrass friend wear white could short hair without feeling fat really want short hair still able kiss someone without feeling like pull away,0,"[57676, 28360, 3009, 16053, 15890, 23077, 4333, 10051, 4251, 1436, 2875, 7013, 2085, 8430, 8834, 2216, 1390, 2875, 7013, 2103, 3025, 21735, 4423, 2085, 8430, 1093, 6958, 3201]"
believe decided catch bus burgos feel like smart compromise foot body,1,"[9978, 19704, 6773, 2339, 5951, 30875, 437, 2733, 1093, 7941, 30485, 4579, 2547]"
feel resentful trying control also want anything rash,3,"[57676, 47540, 1285, 4560, 2585, 1101, 1390, 4205, 57342]"
feel depressed,0,"[57676, 42642]"
feeling energetic yesterday decided start href http www,1,"[1897, 20659, 45955, 13985, 6773, 1212, 1839, 1795, 8604]"
apply walk fast around room rush air essence lip feel cool,1,"[10492, 4321, 5043, 2212, 3130, 13270, 3805, 28591, 19588, 2733, 7155]"
feared would happen amp last week ep playing pictured way make every scene annie auggie make feel miserable,0,"[1897, 1636, 1053, 3621, 23598, 1566, 2046, 4248, 5737, 42666, 1648, 1304, 1475, 6237, 3008, 648, 264, 2661, 648, 1304, 2733, 50739]"
dunno feeling came im terribly keen feel,1,"[67, 359, 2201, 8430, 3782, 737, 50136, 27989, 2733]"
feel terribly neglectful blog,0,"[57676, 50136, 39332, 1285, 5117]"
feel slightly unimportant,0,"[57676, 10284, 653, 15693]"
advocate war feel reassured living close military base people trained assist natural disaster,1,"[14625, 82615, 4208, 2733, 32834, 3149, 5496, 3345, 6411, 2385, 1274, 16572, 7945, 5933, 21426]"
feel respected loved school within community,1,"[57676, 31387, 10456, 2978, 2949, 4029]"
ever feel anymore one u get angry,3,"[2099, 2733, 14926, 832, 577, 636, 19021]"
feel intelligent people one pay attention world around think issue pa judgment make decision stand,1,"[57676, 25530, 1274, 832, 2343, 6666, 1917, 2212, 1781, 4360, 7251, 19971, 1304, 5597, 2559]"
feel doubtful could wrong,4,"[57676, 75699, 1436, 5076]"
didnt respond feel day cant put fake smile pretend like life great let negativity creep,0,"[23770, 406, 6013, 2733, 1938, 16869, 2231, 12700, 15648, 35840, 1093, 2324, 2294, 1095, 93795, 28182]"
fully understand frustration many fan feeling target blank href http twitter,0,"[3725, 3619, 33086, 1690, 8571, 8430, 2218, 10321, 1839, 1795, 23068]"
feel responsibility loving even,2,"[57676, 12014, 21955, 1524]"
feel like time precious dead saying would interested time saving device always looking save time,1,"[57676, 1093, 892, 27498, 5710, 5605, 1053, 8173, 892, 14324, 3756, 2744, 3411, 3665, 892]"
hate im refered game guitar hero mean cool got name kinda lol feel bitchy stay fuck outta way,3,"[71, 349, 737, 8464, 291, 1847, 17418, 12084, 3152, 7155, 2751, 836, 34490, 28509, 2733, 40530, 88, 4822, 7976, 704, 2629, 1648]"
found old pip constantly stage rather disruptive sometimes reacted along young pip sometimes sometimes moved position dramatic scene left feeling rather awkward,0,"[15456, 2362, 24547, 15320, 6566, 4856, 62642, 7170, 55841, 3235, 3995, 24547, 7170, 7170, 7882, 2361, 22520, 6237, 2163, 8430, 4856, 29859]"
feeling extremely annoyed restless,3,"[1897, 20659, 9193, 57130, 89358]"
go back day however hear jesus word son man authority forgive sin earth feel electrified doubtful,4,"[3427, 1203, 1938, 4869, 6865, 503, 43493, 3492, 4538, 893, 11447, 44491, 7589, 9578, 2733, 43906, 1908, 75699]"
feel presence god something fearful happens became aware unworthiness short coming yes sin,4,"[57676, 9546, 10087, 2555, 63757, 8741, 6244, 8010, 15375, 2419, 1918, 2875, 5108, 10035, 7589]"
feel virtuous eating sort penance taste bad feel alive crunch,1,"[57676, 13053, 9373, 12459, 3460, 5869, 685, 12945, 3958, 2733, 13989, 42834]"
still lurgy feel rotten,0,"[44466, 47747, 4680, 2733, 78792]"
get nasty feeling post boring pant everyone,0,"[456, 35507, 8430, 1772, 28859, 26346, 5127]"
delicious apple pie needle say feeling pretty groggy,0,"[9783, 9824, 24149, 4447, 31409, 2019, 8430, 5128, 10707, 70, 4680]"
im feeling pathetic cant take rejection wont call,0,"[318, 8430, 67163, 16869, 1935, 38001, 40464, 1650]"
ive feeling sooo inspired wear black white lately probably follow cool aussie girl amazing style instagram,1,"[535, 8430, 779, 2689, 14948, 10051, 3776, 4251, 31445, 4762, 1833, 7155, 25102, 648, 3828, 8056, 1742, 52104]"
dont really feel presence im eager hear news,1,"[78125, 2216, 2733, 9546, 737, 24450, 6865, 3754]"
feel frustrated sad,3,"[57676, 33630, 12703]"
hate feeling empty numb,0,"[71, 349, 8430, 4384, 57371]"
go tell someone feel kick get shy stop,4,"[3427, 3371, 4423, 2733, 10536, 636, 33394, 3009]"
kid bellingham worried acne getting first kiss maybe copping feel somewhere sweet girl wished would notice,2,"[64381, 293, 6427, 5721, 18290, 46905, 3794, 1176, 21735, 7344, 272, 7153, 2733, 15038, 10437, 3828, 37287, 1053, 5406]"
even like play negative feeling becoming curious,5,"[17206, 1093, 1514, 8389, 8430, 10671, 22999]"
wake real life husband feel melancholy towards day,0,"[91019, 1972, 2324, 10177, 2733, 87163, 5849, 7119, 1938]"
began training january least mentally preparing train remember specifically feeling apprehensive running spring marathon,4,"[65, 16133, 4967, 33962, 3620, 3325, 34325, 20646, 5542, 6227, 11951, 8430, 47291, 4114, 4401, 10683, 45796]"
feel deeply offended rhetoric behaviour apc leader cannot expected remain silent face expression,3,"[57676, 17693, 54221, 34731, 17432, 1469, 66, 7808, 4250, 3685, 7293, 21737, 3663, 7645]"
decided one lesson enough practise fair say feeling slightly apprehensive walking nursery slope,4,"[8332, 4591, 832, 18228, 3403, 88688, 6762, 2019, 8430, 10284, 47291, 4114, 11689, 56226, 31332]"
felt like couldnt let believe feeling getting men phone call fake,0,"[66922, 1093, 1436, 406, 1095, 4510, 8430, 3794, 3026, 4641, 1650, 12700]"
love feeling treasured feel like youre needed doesnt right,2,"[31153, 8430, 4353, 40412, 2733, 1093, 71175, 4460, 44204, 1314]"
didnt end popular guy feeling rejected like break thought time la,0,"[23770, 406, 842, 5526, 7564, 8430, 18010, 1093, 1464, 3463, 892, 1208]"
ive recently one experience left feeling inadequate,0,"[535, 6051, 832, 3217, 2163, 8430, 46579]"
im feeling bit apprehensive excited well,4,"[318, 8430, 2766, 47291, 4114, 12304, 1664]"
talk feel like lot get resolved,1,"[36341, 2733, 1093, 2763, 636, 20250]"
came home enjoyed minute garden feeling lovely warm sunshine face,2,"[6142, 2162, 14333, 9568, 13863, 8430, 17104, 8369, 52495, 3663]"
feel horrible people whose baby accidentally suffocate blanket stuff guilt must terrible case like avoidable frustrating anything,0,"[57676, 28201, 1274, 6832, 8945, 33484, 8657, 82615, 39139, 6392, 34951, 2011, 17936, 1162, 1093, 5766, 481, 35711, 4205]"
told felt better would go still feeling really lousy,0,"[83, 820, 6612, 2731, 1053, 733, 2103, 8430, 2216, 326, 94623]"
feel like forgets faithful girlfriend back home party weekend act like single,2,"[57676, 1093, 10894, 82, 37513, 23601, 1203, 2162, 4717, 9178, 1180, 1093, 3254]"
im feeling funny totally unnecessary,5,"[318, 8430, 15526, 12756, 26225]"
feel sorry eat mango amp grateful,0,"[57676, 14931, 8343, 70368, 23598, 26259]"
feeling rather horny though img src http,2,"[1897, 20659, 4856, 38307, 3582, 5071, 2338, 1795]"
feel blessed honored get parent,1,"[57676, 33944, 39377, 636, 2748]"
slept deeply still feel energetic well today,1,"[82, 273, 418, 17693, 2103, 2733, 45955, 1664, 3432]"
feel like dont like supporting walmart maceys good family value closed sunday isnt trying take mom pop store smart consumer,2,"[57676, 1093, 15890, 1093, 12899, 71225, 296, 580, 1065, 1695, 3070, 907, 8036, 93463, 70058, 4560, 1935, 3450, 2477, 3637, 7941, 11761]"
wondering though content feeling much discontent,0,"[86, 14518, 287, 3582, 2262, 8430, 1790, 91222]"
feel regret beloved city,2,"[57676, 23023, 28530, 3363]"
feel pretty transition,1,"[57676, 5128, 9320]"
knew werent giving thanks wasnt feeling thankful either,1,"[74, 943, 7205, 306, 7231, 9523, 574, 406, 8430, 43788, 3060]"
feel like supporting,1,"[57676, 1093, 12899]"
feeling depressed everyday midst dream life,0,"[1897, 20659, 42642, 18254, 35446, 8063, 2324]"
feeling would like share valued reader,1,"[1897, 20659, 1053, 1093, 4430, 33647, 6742]"
feel like allergen free cooking making way better prepared christmas recipe accommodate family restriction,1,"[57676, 1093, 25405, 268, 1949, 17677, 3339, 1648, 2731, 10235, 54302, 11363, 29376, 3070, 20020]"
feel bad last year started realize matter many friend know doesnt matter im still loner,0,"[57676, 3958, 1566, 1060, 3940, 13383, 5030, 1690, 4333, 1440, 44204, 5030, 737, 2103, 18285, 261]"
cannot help feel life series unpleasant accident stumbling trying right thing,0,"[34360, 1520, 2733, 2324, 4101, 47989, 11677, 88455, 4560, 1314, 3245]"
feeling somewhat defeated completely loss next,0,"[1897, 20659, 14738, 24164, 6724, 4814, 1828]"
feel frame could give work elegant appearanc ewhich interested movign image created final drawing assessment,1,"[57676, 4124, 1436, 3041, 990, 26861, 5101, 1149, 37990, 71, 718, 8173, 2016, 625, 2217, 3549, 1620, 13633, 15813]"
feel like im supporting ok hesitant include anyone new equation least romantically,2,"[57676, 1093, 737, 12899, 5509, 71560, 2997, 5606, 502, 24524, 3325, 68567, 2740]"
im sat feeling rather pleased bathroom bedroom clean tidy trying work wear uv paint party evening,1,"[318, 7731, 8430, 4856, 18949, 15197, 14150, 4335, 58905, 4560, 990, 10051, 30763, 6308, 4717, 11714]"
feel like caring people think long im happy love personality everything,2,"[57676, 1093, 30598, 1274, 1781, 1317, 737, 6380, 3021, 17743, 4395]"
think known tyrant dedicates whole life making money use feel superior control life,1,"[27963, 3967, 43049, 519, 7836, 25858, 4459, 2324, 3339, 3300, 1005, 2733, 16757, 2585, 2324]"
believe feel petrified,4,"[9978, 19704, 2733, 6896, 81, 1908]"
feeling completely mellow perfectly calm,1,"[1897, 20659, 6724, 296, 5412, 14268, 19858]"
feel like im almost uh afraid everything speak,4,"[57676, 1093, 737, 4661, 44844, 16984, 4395, 6604]"
feel writing sell pander popular taste make money sucker game,1,"[57676, 4477, 4662, 281, 8363, 5526, 12945, 1304, 3300, 94888, 1847]"
woke today feeling thankful,1,"[96428, 3432, 8430, 43788]"
dont think misinterpreted helped feel assured sort work continued,1,"[78125, 1781, 5906, 94561, 9087, 2733, 28478, 3460, 990, 8738]"
remember feeling awkward strange first week,0,"[30380, 8430, 29859, 15234, 1176, 2046]"
found really sad people feeling unhappy expectation marriage relationship based idea dont seem connect real life,0,"[15456, 2216, 12703, 1274, 8430, 43251, 31293, 11103, 5133, 3196, 4623, 15890, 2873, 4667, 1972, 2324]"
im slow feel weird returning home without mum anymore,4,"[318, 6435, 2733, 16682, 13758, 2162, 2085, 39959, 14926]"
still feeling ok energy distance wise etc slow frustrating lot,1,"[44466, 8430, 5509, 4907, 6138, 24219, 5099, 6435, 35711, 2763]"
feel excited imagining,1,"[57676, 12304, 77724]"
feel hated betrayed paranoid childish hurt,0,"[57676, 38674, 65397, 69763, 94271, 13194]"
got high pleasing feeling appear deceptively benevolent like convenience comfort,1,"[23196, 1579, 54799, 8430, 5101, 409, 1512, 3210, 20331, 72137, 1093, 19679, 6981]"
feel privileged know every one,1,"[57676, 47361, 1440, 1475, 832]"
feel im ugly feel dont deserve exist world,0,"[57676, 737, 28360, 2733, 15890, 23528, 3073, 1917]"
smile feel gorgeous,1,"[3647, 458, 2733, 24415]"
ive spent year feeling resentful trying curb feeling resentment,3,"[535, 7543, 1060, 8430, 47540, 1285, 4560, 44962, 8430, 71654]"
feeling bit restless day,4,"[1897, 20659, 2766, 89358, 1938]"
feel horrible winter,0,"[57676, 28201, 12688]"
cannot describe happy feel emotional may sophat year old patient kandal said recovery room,0,"[34360, 7664, 6380, 2733, 14604, 1253, 19219, 266, 1060, 2362, 8893, 597, 17086, 1071, 13654, 3130]"
feeling little homesick colorado,0,"[1897, 20659, 2697, 10632, 875, 1933, 2172]"
ive feeling like im running empty fearful ill get usual progression sinus infection walking pneumonia ive pounding href http www,0,"[535, 8430, 1093, 737, 4401, 4384, 63757, 5986, 636, 13783, 33824, 76914, 19405, 11689, 69329, 99677, 70627, 1839, 1795, 8604]"
hope next quote able let special someone know im feeling insecure understand matter much trust,4,"[61893, 1828, 12929, 3025, 1095, 3361, 4423, 1440, 737, 8430, 62945, 3619, 5030, 1790, 7095]"
feel hopeful excited get better fun go,1,"[57676, 38650, 12304, 636, 2731, 2523, 733]"
feel good player play whether play right left centre back role,1,"[57676, 1695, 2851, 1514, 3508, 1514, 1314, 2163, 12541, 1203, 3560]"
immediate response though retrospect feel could said many thing convince gentle love pony ride nice easy,2,"[318, 14978, 2077, 3582, 77653, 2733, 1436, 1071, 1690, 3245, 28008, 22443, 3021, 53736, 12141, 6555, 4228]"
feel slowly uncoiling fearful place inside enjoying time hope enjoy starting actually swim around bit rather walk water,4,"[57676, 14297, 653, 1030, 8138, 63757, 2035, 4871, 22128, 892, 3987, 4774, 6041, 3604, 16587, 2212, 2766, 4856, 4321, 3090]"
feel honored among best illustrator nominated year chesley award,1,"[57676, 39377, 4315, 1888, 94465, 39048, 1060, 523, 288, 3258, 10292]"
feel privileged invited treating hoard care,1,"[57676, 47361, 18719, 27723, 11640, 569, 2512]"
